"Dorie Greenspan",,"Author","http://www.foodandwine.com/chefs/dorie-greenspan"
"Douglas Keane",,"Author","http://www.foodandwine.com/chefs/douglas-keane"
"Eduard Frauneder",,"Author","http://www.foodandwine.com/chefs/eduard-frauneder"
"Elissa Bernstein",,"Author","http://www.foodandwine.com/chefs/elisa-bernstein"
"Elizabeth Falkner",,"Author","http://www.foodandwine.com/chefs/elizabeth-falkner"
"Emeric Harney",,"Author","http://www.foodandwine.com/chefs/emeric-harney"
"Emeril Lagasse",,"Author","http://www.foodandwine.com/chefs/emeril-lagasse"
"Emilee Gettle",,"Author","http://www.foodandwine.com/chefs/emilee-gettle"
"Eric Chopin",,"Author","http://www.foodandwine.com/chefs/eric-chopin"
"Eric Monkaba",,"Author","http://www.foodandwine.com/chefs/eric-monkaba"
"Ethan Stowell",,"Author","http://www.foodandwine.com/chefs/ethan-stowell"
"Floyd Cardoz",,"Author","http://www.foodandwine.com/chefs/floyd-cardoz"
"Francis Ford Coppola",,"Author","http://www.foodandwine.com/chefs/francis-ford-coppola"
"Frédéric Morin",,"Author","http://www.foodandwine.com/chefs/frederic-morin"
"Giuseppe Tentori",,"Author","http://www.foodandwine.com/chefs/giuseppe-tentori"
"Grace Parisi",,"Author","http://www.foodandwine.com/chefs/grace-parisi"
"Graham Elliot Bowles",,"Author","http://www.foodandwine.com/chefs/graham-elliot-bowles"
"Gwyneth Paltrow",,"Author","http://www.foodandwine.com/chefs/gwyneth-paltrow"
"H. Alexander Talbot",,"Author","http://www.foodandwine.com/chefs/h-alexander-talbot"
"Hank Shaw",,"Author","http://www.foodandwine.com/chefs/hank-shaw"
"Harold Dieterle",,"Author","http://www.foodandwine.com/chefs/harold-dieterle"
"Heidi Swanson",,"Author","http://www.foodandwine.com/chefs/heidi-swanson"
"Hugh Acheson",,"Author","http://www.foodandwine.com/chefs/hugh-acheson"
"Hugh Fearnley-whittingstall",,"Author","http://www.foodandwine.com/chefs/hugh-fearnley-whittingstall"
"Hung Huynh",,"Author","http://www.foodandwine.com/chefs/hung-huynh"
"Ina Garten",,"Author","http://www.foodandwine.com/chefs/ina-garten"
"Jacques Pépin",,"Author","http://www.foodandwine.com/chefs/jacques-pepin"
"Jacques Pépin",,"Author","http://www.foodandwine.com/chefs/jacques-pepin/page/4"
"Jacques Torres",,"Author","http://www.foodandwine.com/chefs/jacques-torres"
"James Holmes",,"Author","http://www.foodandwine.com/chefs/james-holmes"
"Jamie Kimm",,"Author","http://www.foodandwine.com/chefs/jamie-kimm"
"Jamie Oliver",,"Author","http://www.foodandwine.com/chefs/jamie-oliver"
"Jamie Oliver",,"Author","http://www.foodandwine.com/chefs/jamie-oliver"
"Jane Sigal",,"Author","http://www.foodandwine.com/chefs/index.cfm?chefid=24C74A79-151E-44FE-B0B4EBFD3844A3A8"
"Jason Freiman",,"Author","http://www.foodandwine.com/chefs/jason-freiman"
"Jason Mccullar",,"Author","http://www.foodandwine.com/chefs/jason-mccullar"
"Jean-georges Vongerichten",,"Author","http://www.foodandwine.com/chefs/jean-georges-vongerichten"
"Jeff Cerciello",,"Author","http://www.foodandwine.com/chefs/jeff--cerciello"
"Jenn Louis",,"Author","http://www.foodandwine.com/chefs/jenn-louis"
"Jere Gettle",,"Author","http://www.foodandwine.com/chefs/jere-gettle"
"Jeremy Daniels",,"Author","http://www.foodandwine.com/chefs/jeremy--daniels"
"Jerry Traunfeld",,"Author","http://www.foodandwine.com/chefs/jerry-traunfeld"
"Jess Thomson",,"Author","http://www.foodandwine.com/chefs/jess--thomson"
"Jessica Theroux",,"Author","http://www.foodandwine.com/chefs/jessica-theroux"
"Jessie Oleson",,"Author","http://www.foodandwine.com/chefs/jessie--oleson"
"Jill Donenfeld",,"Author","http://www.foodandwine.com/chefs/jill-donenfeld"
"Jimmy Bannos Jr.",,"Author","http://www.foodandwine.com/chefs/jimmy-bannos-jr"
"Joanne Chang",,"Author","http://www.foodandwine.com/chefs/joanne-chang"
"Jodi Elliot",,"Author","http://www.foodandwine.com/chefs/jodi-elliot"
"Joe Kim",,"Author","http://www.foodandwine.com/chefs/joe-kim"
"Joël Robuchon",,"Author","http://www.foodandwine.com/chefs/joel-robuchon"
"John Besh",,"Author","http://www.foodandwine.com/chefs/john-besh"
"John Currence",,"Author","http://www.foodandwine.com/chefs/john-currence"
"Johnny Iuzzini",,"Author","http://www.foodandwine.com/chefs/johnny-iuzzini"
"Jon Shook",,"Author","http://www.foodandwine.com/chefs/jon-shook"
"Jose Andres",,"Author","http://www.foodandwine.com/chefs/jose-andres/page/2"
"José Andrés",,"Author","http://www.foodandwine.com/chefs/jose-andres"
"Josh Kilmer-purcell",,"Author","http://www.foodandwine.com/chefs/josh-kilmer-purcell"
"Joy Wilson",,"Author","http://www.foodandwine.com/chefs/joy-wilson"
"Julie Reiner",,"Author","http://www.foodandwine.com/chefs/julie-reiner"
"Katherine Anderson",,"Author","http://www.foodandwine.com/chefs/katherine-anderson"
"Ken Norris",,"Author","http://www.foodandwine.com/chefs/ken-norris"
"Ken Oringer",,"Author","http://www.foodandwine.com/chefs/ken-oringer"
"Kenny Rochford",,"Author","http://www.foodandwine.com/chefs/kenny-rochford"
"Kerry Simon",,"Author","http://www.foodandwine.com/chefs/kerry-simon"
"Kristin Donnelly",,"Author","http://www.foodandwine.com/chefs/kristin-donnelly"
"Leah Chase",,"Author","http://www.foodandwine.com/chefs/leah-chase"
"Lee Ann Flemming",,"Author","http://www.foodandwine.com/chefs/lee-ann-flemming"
"Lidia Bastianich",,"Author","http://www.foodandwine.com/chefs/invoke.cfm?chefid=D7F16142-A55C-11D6-82B90002B3309983"
"Linda Meyers",,"Author","http://www.foodandwine.com/chefs/linda--meyers"
"Lulzim Rexhepi",,"Author","http://www.foodandwine.com/chefs/lulzim-rexhepi"
"Madhur Jaffrey",,"Author","http://www.foodandwine.com/chefs/madhur-jaffrey"
"Malika Ameen",,"Author","http://www.foodandwine.com/chefs/malika--ameen"
"Malin Elmlid",,"Author","http://www.foodandwine.com/chefs/malin-elmlid"
"Marcia Kiesel",,"Author","http://www.foodandwine.com/chefs/marcia-kiesel"
"Marcie Turney",,"Author","http://www.foodandwine.com/chefs/marcie-turney"
"Mario Batali",,"Author","http://www.foodandwine.com/chefs/mario-batali"
"Mario Batali",,"Author","http://www.foodandwine.com/chefs/mario-batali/page/4"
"Mario Batali",,"Author","http://www.foodandwine.com/chefs/mario-batali"
"Mario Carbone",,"Author","http://www.foodandwine.com/chefs/mario-carbone"
"Mark Bittman",,"Author","http://www.foodandwine.com/chefs/mark-bittman"
"Mark Sullivan",,"Author","http://www.foodandwine.com/chefs/mark-sullivan"
"Martin Yan",,"Author","http://www.foodandwine.com/chefs/martin-yan"
"Mary Hoover",,"Author","http://www.foodandwine.com/chefs/mary-hoover"
"Masaharu Morimoto",,"Author","http://www.foodandwine.com/chefs/masaharu-morimoto"
"Mathieu Perez",,"Author","http://www.foodandwine.com/chefs/mathieu-perez"
"Mauricio Couly",,"Author","http://www.foodandwine.com/chefs/mauricio-couly"
"Mb Boissonnault",,"Author","http://www.foodandwine.com/chefs/mb-boissonnault"
"Megan Garrelts",,"Author","http://www.foodandwine.com/chefs/megan-garrelts"
"Megan Walhood",,"Author","http://www.foodandwine.com/chefs/megan--walhood"
"Melissa Clark",,"Author","http://www.foodandwine.com/chefs/melissa-clark"
"Melissa Rubel Jacobson",,"Author","http://www.foodandwine.com/chefs/melissa-rubel-jacobson"
"Michael Chiarello",,"Author","http://www.foodandwine.com/chefs/michael-chiarello"
"Michael Symon",,"Author","http://www.foodandwine.com/chefs/michael-symon"
"Michel Nischan",,"Author","http://www.foodandwine.com/chefs/michel-nischan"
"Mindy Segal",,"Author","http://www.foodandwine.com/chefs/mindy-segal"
"Mindy Segal",,"Author","http://www.foodandwine.com/chefs/mindy-segal"
"Morimoto",,"Author","http://www.foodandwine.com/chefs/index.cfm?chefid=1E637CA2-34CE-47D8-B708BE1D6AB8C334"
"Nancy Silverton",,"Author","http://www.foodandwine.com/chefs/nancy-silverton"
"Naomi Pomeroy",,"Author","http://www.foodandwine.com/chefs/naomi-pomeroy"
"Neal Bodenheimer",,"Author","http://www.foodandwine.com/chefs/neal-bodenheimer"
"Nick Podesta",,"Author","http://www.foodandwine.com/chefs/nick-podesta"
"Nicole Krasinski",,"Author","http://www.foodandwine.com/chefs/nicole-krasinski"
"Noah Bernamoff",,"Author","http://www.foodandwine.com/chefs/noah-bernamoff"
"Nobu Matsuhisa",,"Author","http://www.foodandwine.com/chefs/nobu-matsuhisa"
"Paul Bocuse",,"Author","http://www.foodandwine.com/chefs/paul-bocuse"
"Paul Kahan",,"Author","http://www.foodandwine.com/chefs/paul-kahan"
"Paula Wolfert",,"Author","http://www.foodandwine.com/chefs/paula-wolfert"
"Pete Evans",,"Author","http://www.foodandwine.com/chefs/pete-evans"
"Peter Hoffman",,"Author","http://www.foodandwine.com/chefs/peter-hoffman"
"Piero Incisa Della Rocchetta",,"Author","http://www.foodandwine.com/chefs/piero-incisa-della-rocchetta"
"Preston Clark",,"Author","http://www.foodandwine.com/chefs/preston-clark"
"Rembs Layman",,"Author","http://www.foodandwine.com/chefs/rembs-layman"
"Rene Redzepi",,"Author","http://www.foodandwine.com/chefs/rene-redzepi"
"Rich Torrisi",,"Author","http://www.foodandwine.com/chefs/rich-torrisi"
"Richard Blais",,"Author","http://www.foodandwine.com/chefs/richard-blais"
"Richard Sax",,"Author","http://www.foodandwine.com/chefs/richard-sax"
"Rick Bayless",,"Author","http://www.foodandwine.com/chefs/rick-bayless"
"Robert Moore",,"Author","http://www.foodandwine.com/chefs/robert-moore"
"Ron Marks",,"Author","http://www.foodandwine.com/chefs/ron-marks"
"Ronnie Killen",,"Author","http://www.foodandwine.com/chefs/ronnie-killen"
"Ryan Poli",,"Author","http://www.foodandwine.com/chefs/ryan-poli"
"Sally Sampson",,"Author","http://www.foodandwine.com/chefs/sally-sampson"
"Sam Mogannam",,"Author","http://www.foodandwine.com/chefs/sam-mogannam"
"Sanjeev Kapoor",,"Author","http://www.foodandwine.com/chefs/sanjeev-kapoor"
"Sarah Kelby Lewis",,"Author","http://www.foodandwine.com/chefs/sarah-kelby-lewis"
"Sean Baker",,"Author","http://www.foodandwine.com/chefs/sean-baker"
"Sebastien Rubis",,"Author","http://www.foodandwine.com/chefs/sebastien-rubis"
"Sera Pelle",,"Author","http://www.foodandwine.com/chefs/sera-pelle"
"Shea Gallante",,"Author","http://www.foodandwine.com/chefs/shea-gallante"
"Signe Johansen",,"Author","http://www.foodandwine.com/chefs/signe--johansen"
"Spike Mendelsohn",,"Author","http://www.foodandwine.com/chefs/spike-mendelsohn"
"Stanley Cheng",,"Author","http://www.foodandwine.com/chefs/stanley-cheng"
"Steven Satterfield",,"Author","http://www.foodandwine.com/chefs/steven-satterfield"
"Stuart Brioza",,"Author","http://www.foodandwine.com/chefs/stuart-brioza"
"Thomas Keller",,"Author","http://www.foodandwine.com/chefs/thomas-keller/page/2"
"Thomas Keller",,"Author","http://www.foodandwine.com/chefs/thomas-keller"
"Thomas Mcnaughton",,"Author","http://www.foodandwine.com/chefs/thomas-mcnaughton"
"Toby Maloney",,"Author","http://www.foodandwine.com/chefs/toby-maloney"
"Todd Thrasher",,"Author","http://www.foodandwine.com/chefs/todd-thrasher"
"Tom Douglas",,"Author","http://www.foodandwine.com/chefs/tom-douglas"
"Tory Mcphail",,"Author","http://www.foodandwine.com/chefs/invoke.cfm?chefid=ABA51C16-C279-4AD1-A6D5C605B419CAA2"
"Traci Des Jardins",,"Author","http://www.foodandwine.com/chefs/traci-des-jardins"
"Travis Lett",,"Author","http://www.foodandwine.com/chefs/travis-lett"
"Tyler Florence",,"Author","http://www.foodandwine.com/chefs/tyler-florence"
"Valeria Huneeus",,"Author","http://www.foodandwine.com/chefs/valeria-huneeus"
"Valerie Gordon",,"Author","http://www.foodandwine.com/chefs/valerie--gordon"
"Veronica Salazar",,"Author","http://www.foodandwine.com/chefs/veronica-salazar"
"Viana La Place",,"Author","http://www.foodandwine.com/chefs/viana-la-place"
"Vikram Sunderam",,"Author","http://www.foodandwine.com/chefs/vikram-sunderam"
"Vinny Dotolo",,"Author","http://www.foodandwine.com/chefs/vinny-dotolo"
"Wolfgang Puck",,"Author","http://www.foodandwine.com/chefs/wolfgang-puck"
"Young Hwa Chung",,"Author","http://www.foodandwine.com/chefs/young-hwa-chung"
"Zak Pelaccio",,"Author","http://www.foodandwine.com/chefs/zak-pelaccio"
86,,"culinary term","http://www.answers.com/topic/86"
"a.q.",,"culinary term","http://www.answers.com/topic/a-q"
"al",,"Culinary term","http://www.answers.com/topic/al"
"alla",,"Culinary term","http://www.answers.com/topic/alla-1"
"allumette",,"culinary term","http://www.answers.com/topic/allumette"
"aphrodisiac",,"culinary term","http://www.answers.com/topic/aphrodisiac"
"appellation",,"culinary term","http://www.answers.com/topic/appellation"
"Aroma",,"culinary term","http://www.answers.com/topic/aroma"
"aromatic",,"culinary term","http://www.answers.com/topic/aromatic"
"assaisonné",,"Culinary term","http://www.answers.com/topic/assaisonn"
"auslese",,"culinary term","http://www.answers.com/topic/auslese"
"back of the House",,"culinary term","http://www.answers.com/topic/back-of-the-house"
"batterie de cuisine",,"culinary term","http://www.answers.com/topic/batterie-de-cuisine"
"Beard",,"culinary term","http://www.answers.com/topic/beard"
"bebida",,"Culinary term","http://www.answers.com/topic/bebida"
"best end",,"culinary term","http://www.bbc.co.uk/food/best_end"
"biotechnology; bioengineered Foods",,"culinary term","http://www.answers.com/topic/biotechnology"
"bistro",,"culinary term","http://www.answers.com/topic/bistro"
"bitter",,"culinary term","http://www.answers.com/topic/bitter"
"blanc",,"culinary term","http://www.answers.com/topic/blanc"
"body",,"culinary term","http://www.answers.com/topic/body"
"boisson",,"culinary term","http://www.answers.com/topic/boisson"
"Bon appétit",,"culinary term","http://www.answers.com/topic/bon-appetit"
"bonne-bouche",,"culinary term","http://www.answers.com/topic/bonne-bouche"
"booze",,"culinary term","http://www.answers.com/topic/booze"
"bottled-in-bond",,"culinary term","http://www.answers.com/topic/bottled-in-bond"
"bouquet",,"culinary term","http://www.answers.com/topic/bouquet"
"brasserie",,"culinary term","http://www.answers.com/topic/brasserie"
"brut",,"culinary term","http://www.answers.com/topic/brut"
"buon appetito",,"culinary term","http://www.answers.com/topic/buon-appetito"
"Carte",,"culinary term","http://www.answers.com/topic/carte-1"
"champ",,"culinary term","http://www.answers.com/topic/champ"
"character",,"culinary term","http://www.answers.com/topic/character"
"chaser",,"culinary term","http://www.answers.com/topic/chaser"
"Chef",,"culinary term","http://www.foodandwine.com/chefs/giada-de-laurentiis"
"classico",,"culinary term","http://www.answers.com/topic/classico"
"common container Sizes",,"culinary term","http://www.food.com/library/common-container-sizes-898"
"confection",,"culinary term","http://www.answers.com/topic/confection"
"confectionery coating",,"culinary term","http://www.answers.com/topic/confectionery-coating"
"cordon Bleu",,"culinary term","http://www.answers.com/topic/le-cordon-bleu"
"corkage",,"culinary term","http://www.answers.com/topic/corkage"
"cuisine",,"culinary term","http://www.answers.com/topic/cuisine"
"cuvée",,"culinary term","http://www.answers.com/topic/cuv-e"
"demi-sec",,"culinary term","http://www.answers.com/topic/demi-sec"
"desiccated",,"culinary term","http://www.food.com/library/desiccated-871"
"dolce",,"culinary term","http://www.answers.com/topic/dolce"
"dosage",,"culinary term","http://www.answers.com/topic/dosage"
"Doux",,"culinary term","http://www.answers.com/topic/doux"
"du jour",,"culinary term","http://www.answers.com/topic/du-jour"
"dulce",,"culinary term","http://www.answers.com/topic/dulce"
"dulse",,"culinary term","http://www.answers.com/topic/dulse"
"enology",,"culinary term","http://www.answers.com/topic/enology"
"enophile",,"culinary term","http://www.answers.com/topic/enophile"
"Epicure",,"culinary term","http://www.answers.com/topic/epicure"
"essences",,"culinary term","http://www.answers.com/topic/essences-1"
"extracts",,"culinary term","http://www.answers.com/topic/extracts"
"fell",,"culinary term","http://www.answers.com/topic/fell"
"firewater",,"culinary term","http://www.answers.com/topic/firewater"
"fixed Price",,"culinary term","http://www.answers.com/topic/fixed-price"
"free-range",,"culinary term","http://www.answers.com/topic/free-range"
"freestone",,"culinary term","http://www.answers.com/topic/freestone"
"frost",,"culinary term","http://www.answers.com/topic/frost"
"fumet",,"culinary term","http://www.answers.com/topic/fumet-1"
"fumetto",,"culinary term","http://www.answers.com/topic/fumetto"
"Garde manger",,"culinary term","http://www.answers.com/topic/garde-manger-3"
"garniture",,"culinary term","http://www.answers.com/topic/garniture"
"gastronome",,"culinary term","http://www.answers.com/topic/gastronome"
"gastronomy",,"culinary term","http://www.answers.com/topic/gastronomy"
"germ",,"culinary term","http://www.answers.com/topic/germ"
"glutton",,"culinary term","http://www.answers.com/topic/glutton"
"gourmand",,"culinary term","http://www.answers.com/topic/gourmand"
"gourmandise",,"culinary term","http://www.answers.com/topic/gourmandise"
"Gourmet",,"culinary term","http://www.answers.com/topic/gourmet"
"hotchpotch",,"culinary term","http://www.answers.com/topic/hotchpotch"
"House",,"culinary term","http://www.answers.com/topic/house"
"humble pie",,"culinary term","http://www.answers.com/topic/humble-pie"
"late harvest",,"culinary term","http://www.answers.com/topic/late-harvest"
"maison",,"culinary term","http://www.answers.com/topic/maison"
"maètre d'hètel; maètre dè",,"culinary term","http://www.answers.com/topic/ma-tre-d-h-tel"
"mangiare",,"culinary term","http://www.answers.com/topic/mangiare"
"mangiatutto",,"culinary term","http://www.answers.com/topic/mangiatutto"
"open dating",,"culinary term","http://www.answers.com/topic/open-dating-culinary"
"organic Foods",,"culinary term","http://www.answers.com/topic/organic-food"
"pasticceria",,"culinary term","http://www.answers.com/topic/pasticceria"
"pâtisserie",,"culinary term","http://www.answers.com/topic/patisserie"
"pâtissier",,"culinary term","http://www.answers.com/topic/p-tissier"
"picante",,"culinary term","http://www.answers.com/topic/picante"
"piccante",,"culinary term","http://www.answers.com/topic/piccante"
"piquant",,"culinary term","http://www.answers.com/topic/piquant"
"pony",,"culinary term","http://www.answers.com/topic/pony"
"prezzo fisso",,"culinary term","http://www.answers.com/topic/prezzo-fisso"
"prix fixe",,"culinary term","http://www.answers.com/topic/prix-fixe"
"Punt",,"culinary term","http://www.answers.com/topic/punt"
"restaurateur",,"culinary term","http://www.answers.com/topic/restaurateur"
"Riserva",,"culinary term","http://www.answers.com/topic/riserva"
"ristorante",,"culinary term","http://www.answers.com/topic/ristorante"
"rosato",,"culinary term","http://www.answers.com/topic/rosato"
"salmonella",,"culinary term","http://www.answers.com/topic/salmonella"
"savory",,"culinary term","http://www.answers.com/topic/savory"
"savory",,"culinary term","http://www.bbc.co.uk/food/savory"
"savory",,"culinary term","http://www.cookthink.com/reference/show_articles/2148/savory"
"savory",,"culinary term","http://www.food.com/library/savory-343"
"savory",,"culinary term","http://www.foodista.com/food/6ZWZX4H7/savory"
"savoury",,"culinary term","http://www.answers.com/topic/savoury"
"Scoville chart",,"culinary term","http://www.food.com/library/scoville-chart-631"
"Sec",,"culinary term","http://www.answers.com/topic/sec-1"
"sediment",,"culinary term","http://www.answers.com/topic/sediment"
"seize",,"culinary term","http://www.answers.com/topic/seize"
"Short",,"culinary term","http://www.answers.com/topic/short"
"sommelier",,"culinary term","http://www.answers.com/topic/sommelier"
"sour",,"culinary term","http://www.answers.com/topic/sour"
"stagiaire",,"culinary term","http://www.answers.com/topic/stagiaire"
"stud",,"culinary term","http://www.answers.com/topic/stud"
"table dèhète",,"culinary term","http://www.answers.com/topic/table-d-h-te"
"tannin",,"culinary term","http://www.answers.com/topic/tannin"
"tips",,"culinary term","http://www.answers.com/topic/tips-6"
"trash fish",,"culinary term","http://www.answers.com/topic/trash-fish"
"trattoria",,"culinary term","http://www.answers.com/topic/trattoria"
"trockenbeerenauslese",,"culinary term","http://www.answers.com/topic/trockenbeerenauslese"
"varietal wine",,"culinary term","http://www.answers.com/topic/varietal-wine"
"vegan brand names",,"culinary term","http://www.food.com/library/vegan-brand-names-910"
"vegetarian",,"culinary term","http://www.answers.com/topic/vegetarian"
"vintage",,"culinary term","http://www.answers.com/topic/vintage"
"viticulture",,"culinary term","http://www.answers.com/topic/viticulture"
"waitron",,"culinary term","http://www.answers.com/topic/waitron"
"wine label terms",,"culinary term","http://www.answers.com/topic/wine-label-terms"
"xxx; xxxx",,"culinary term","http://www.answers.com/topic/xxx-xxxx"
"clingstone",,"culinary term;","http://www.answers.com/topic/clingstone"
"mise en Place",,"culinary term;","http://www.answers.com/topic/mise-en-place"
"condiment",,"Role","http://www.answers.com/topic/condiment"
"00 flour; semolina flour","flours/wheat flour","Food","http://www.foodista.com/food/CVN8H6LT/00-flour-semolina-flour"
"1% milk","milk","Food","http://www.foodista.com/food/BSKZPGZR/1-milk"
"11.5% protein wheat flour","flours/wheat flour","Food","http://www.foodista.com/food/WGVSPVH5/115-protein-wheat-flour"
"13% protein wheat flour","flours/wheat flour","Food","http://www.foodista.com/food/5C3Y58BV/13-protein-wheat-flour"
"15% protein wheat flour","flours/wheat flour","Food","http://www.foodista.com/food/S2KDVLT2/15-protein-wheat-flour"
"2% milk","milk","Food","http://www.foodista.com/food/VQ2T8N5F/2-milk"
"9% protein wheat flour","flours/wheat flour","Food","http://www.foodista.com/food/KHZKBRTM/9-protein-wheat-flour"
"à la normande; sauce normande","sauces","Role","http://www.answers.com/topic/normande-la-normande-sauce"
"abacaxi pineapple","pineapple","Food","http://www.foodista.com/food/77NTD3FP/abacaxi-pineapple"
"abalone","shellfish","Food","http://www.answers.com/topic/abalone"
"abalone",,"Food","http://www.food.com/library/abalone-692"
"abalone",,"Food","http://www.foodista.com/food/K7QNQMJQ/abalone"
"Abat Ftel pear","pear","Food","http://www.foodista.com/food/74VJ28H7/abat-ftel-pear"
"abbacchio","cheese","Food","http://www.answers.com/topic/abbacchio"
"abbamare","cheese","Food","http://www.foodista.com/food/6XKP4TSB/abbamare"
"abbamare; abbamare cheese","cheese","Food","http://www.foodista.com/food/8WXL2VBR/abbamare-cheese"
"abbaye de belloc cheese","cheese","Food","http://www.foodista.com/food/HBZRLC82/abbaye-de-belloc-cheese"
"abbey beers","beer","Food","http://www.foodista.com/food/M6JJXPMF/abbey-beers"
"Abbott kiwifruit","kiwifruit","Food","http://www.foodista.com/food/6PLR84PB/abbott-kiwi"
"abebereira","fig","Food","http://www.foodista.com/food/NZ5536YM/abebereira"
"abertam cheese","cheese","Food","http://www.foodista.com/food/S4PC2MRG/abertam-cheese"
"abiu","exotic fruit","Food","http://www.foodista.com/food/KY8WH47S/abiu"
"abiurana",,"Food","http://www.foodista.com/food/CRDTS7DG/abiurana"
"abiyuch",,"Food","http://www.foodista.com/food/QH4P6DTN/abiyuch"
"abondance cheese","cheese","Food","http://www.foodista.com/food/LWDWZKJT/abondance-cheese"
"abouriou grapes","grape","Food","http://www.foodista.com/food/Y852Q22G/abouriou-grapes"
"absinthe","liqueur","Food","http://www.answers.com/topic/absinthe"
"absinthe",,"Food","http://www.cookthink.com/reference/show_articles/2536/absinthe"
"absinthe",,"Food","http://www.food.com/library/absinthe-896"
"absinthe",,"Food","http://www.foodista.com/food/HG2DB5H6/absinthe"
"aburage",,"Food","http://www.foodista.com/food/CHPQ2RB5/aburage"
"acacia",,"Food","http://www.foodista.com/food/F77V8GFW/acacia"
"Acadian redfish","finfish","Food","http://www.foodista.com/food/6NZ8TDLZ/acadian-redfish"
"açaí berry","berries","Food","http://www.foodista.com/food/QW6SPF27/acai-berry"
"acai oil","vegetable oil","Food","http://www.foodista.com/food/BQP43QFX/acai-oil"
"acai palm",,"Food","http://www.foodista.com/food/DM82W5FH/acai-palm"
"acan",,"Food","http://www.foodista.com/food/8JJVYNQW/acan"
"accasciato",,"Food","http://www.foodista.com/food/C87HGKKL/accasciato"
"accasciato cheese","cheese","Food","http://www.foodista.com/food/GR2HVPYZ/accasciato-cheese"
"acceglio",,"Food","http://www.foodista.com/food/CJSTT4J4/acceglio"
"acceglio cheese","cheese","Food","http://www.foodista.com/food/MT7KSKP8/acceglio-cheese"
"acerola; Barbados cherry","exotic fruit","Food","http://www.answers.com/topic/acerola"
"acerola",,"Food","http://www.foodista.com/food/X5WVM3K2/acerola"
"acerola juice","fruit juice","Food","http://www.foodista.com/food/S3NMJBHV/acerola-juice"
"acesulfame-k",,"Food","http://www.answers.com/topic/acesulfame-k"
"acetic acid",,"Nutrient","http://www.answers.com/topic/acetic-acid"
"aceto",,"Food","http://www.answers.com/topic/aceto"
"Acey Mac apple","apple","Food","http://www.foodista.com/food/7TJSQGGY/acey-mac-apple"
