Bundt pan	http://www.answers.com/topic/bundt-pan	Tool
Burgundy	http://www.answers.com/topic/burgundy-red-or-white-wines	Food
Byrrh	http://www.answers.com/topic/byrrh-1	Food
Bénédictine D.O.M.; benedictine	http://www.answers.com/topic/benedictine-liquor	Food
Bûcheron	http://www.answers.com/topic/bucheron	Food
Cabernet Franc	http://www.answers.com/topic/cabernet-franc	Food
Cabernet Sauvignon	http://www.answers.com/topic/cabernet-sauvignon	Food
Caerphilly	http://www.answers.com/topic/caerphilly	Food
Caesar salad	http://www.answers.com/topic/caesar-salad	Role
Caipirinha	http://www.answers.com/topic/caipirinha-1	Role
Cajun cooking	http://www.answers.com/topic/cajun-cooking	Genre
Cajun popcorn	http://www.answers.com/topic/cajun-popcorn	Role
Cajun seasoning; Cajun spice seasoning	http://www.answers.com/topic/cajun-seasoning-cajun-spice-seasoning 	Food
Calvados	http://www.answers.com/topic/calvados	Food
Cambozola	http://www.answers.com/topic/cambozola	Food
Camembert	http://www.answers.com/topic/camembert	Food
Campari	http://www.answers.com/topic/campari-1	Food
Canadian bacon	http://www.answers.com/topic/canadian-bacon	Food
Canadian whiskey	http://www.answers.com/topic/canadian-whiskey	Food
Cantal	http://www.answers.com/topic/cantal	Food
Carolina rice	http://www.answers.com/topic/carolina-rice	Food
Catawba grape	http://www.answers.com/topic/catawba-grape-1	Food
Celsius	http://www.answers.com/topic/celsius	Unit
Ceylon tea	http://www.answers.com/topic/ceylon-tea	Food
Chablis	http://www.answers.com/topic/chablis	Food
Chambord	http://www.answers.com/topic/chambord	Food
Champagne; champagne	http://www.answers.com/topic/champagne-1	Food
Chaource	http://www.answers.com/topic/chaource	Food
Chardonnay	http://www.answers.com/topic/chardonnay	Food
Charleston hot chile	http://www.answers.com/topic/charleston-hot-chile	Food
Chartreuse	http://www.answers.com/topic/chartreuse-1	Food
Cheddar	http://www.answers.com/topic/cheddar	Food
Chenin Blanc	http://www.answers.com/topic/chenin-blanc	Food
Cheshire cheese	http://www.answers.com/topic/cheshire-cheese-2	Food
Chianti	http://www.answers.com/topic/chianti	Food
China-Martini	http://www.answers.com/topic/china-martini	Food
Chinese artichoke	http://www.answers.com/topic/chinese-artichoke	Food
Chinese cabbage	http://www.answers.com/topic/chinese-cabbage	Food
Chinese chives	http://www.answers.com/topic/chinese-chive	Food
Chinese cuisine	http://www.answers.com/topic/chinese-cuisine	Genre
Chinese date	http://www.answers.com/topic/chinese-date	Food
Chinese gooseberry	http://www.answers.com/topic/chinese-gooseberry	Food
Chinese kale	http://www.answers.com/topic/kai-lan	Food
Chinese sausage	http://www.answers.com/topic/chinese-sausages	Food
Choron sauce	http://www.answers.com/topic/choron-sauce	Role
Christmas lima	http://www.answers.com/topic/christmas-lima	Food
Châteaubriand	http://www.answers.com/topic/ch-teaubriand	Food
Châteauneuf-du-Pape	http://www.answers.com/topic/ch-teauneuf-du-pape	Food
Chéri-Suisse	http://www.answers.com/topic/ch-ri-suisse	Food
Cointreau	http://www.answers.com/topic/cointreau-1	Food
Colbert sauce	http://www.answers.com/topic/colbert-sauce	Role
Collins	http://www.answers.com/topic/collins-1	Role
Comice pear	http://www.answers.com/topic/comice-pear	Food
Concord grape	http://www.answers.com/topic/concord-grape	Food
Cornell bread	http://www.answers.com/topic/cornell-bread	Role
Cornish pasty	http://www.answers.com/topic/cornish-pasty	Role
Cosmopolitan	http://www.answers.com/topic/cosmopolitan-cocktail	Role
Cranshaw melon	http://www.answers.com/topic/cranshaw-melon	Food
Crema Dania; Crema Danica	http://www.answers.com/topic/crema-dania-crema-danica	Role
Crenshaw melon; Cranshaw melon	http://www.answers.com/topic/crenshaw-melon-cranshaw-melon	Food
Creole cooking	http://www.answers.com/topic/creole-cooking	Genre
Creole cream cheese	http://www.answers.com/topic/creole-cream-cheese	Role
Creole mustard	http://www.answers.com/topic/creole-mustard	Role
Crescenza	http://www.answers.com/topic/crescenza	Food
Cuarenta Y Tres	http://www.answers.com/topic/cuarenta-y-tres	Food
Cuba libre	http://www.answers.com/topic/cuba-libre	Role
Cumberland sauce	http://www.answers.com/topic/cumberland-sauce	Role
Cynar	http://www.answers.com/topic/cynar	Food
Côtes du Rhône	http://www.answers.com/topic/c-tes-du-rh-ne-culinary	Food
Dagwood sandwich	http://www.answers.com/topic/dagwood-sandwich	Role
Danablu	http://www.answers.com/topic/danablu	Food
Danbo	http://www.answers.com/topic/danbo	Food
Danish	NOURL	Genre
Danish pastry	http://www.answers.com/topic/danish-pastry	Role
Danziger Goldwasser	http://www.answers.com/topic/danziger-goldwasser	Food
Darjeeling tea	http://www.answers.com/topic/darjeeling-tea-1	Food
Delaware grape	http://www.answers.com/topic/delaware-grape	Food
Delmonico potatoes	http://www.answers.com/topic/delmonico-potatoes	Role
Delmonico steak	http://www.answers.com/topic/delmonico-steak	Role
Denver sandwich	http://www.answers.com/topic/denver-sandwich	Role
Derby cheese; Derbyshire	http://www.answers.com/topic/derbyshire	Food
Devonshire cheese	http://www.answers.com/topic/devonshire-cheese	Food
Dijon mustard	http://www.answers.com/topic/dijon-mustard	Role
Dobos torte	http://www.answers.com/topic/dobos-torte	Role
Dolcelatte	http://www.answers.com/topic/dolcelatte	Food
Dortmunder	http://www.answers.com/topic/dortmunder	Food
Drambuie	http://www.answers.com/topic/drambuie-2	Food
Dubarry, à la; du Barry	http://www.answers.com/topic/barry-marie-jeanne-b-cu-countess-du	? 
Dubonnet	http://www.answers.com/topic/dubonnet	Food
Dundee cake	http://www.answers.com/topic/dundee-cake	Role
Dungeness crab	http://www.answers.com/topic/dungeness-crab	Food
Dunlop cheese	http://www.answers.com/topic/dunlop-cheese	Food
Dutch oven	http://www.answers.com/topic/dutch-oven	Tool
EDTA	http://www.answers.com/topic/edta	Food
Earl Grey tea	http://www.answers.com/topic/earl-grey-tea	Food
Early Richmond cherry	http://www.answers.com/topic/early-richmond-cherry	Food
Eccles cake	http://www.answers.com/topic/eccles-cake	Role
Edam	http://www.answers.com/topic/edam	Food
Eisbock	http://www.answers.com/topic/eisbock	Food
Elberta peach	http://www.answers.com/topic/elberta-peach	Food
Emmental; Emmentaler; Emmenthaler	http://www.answers.com/topic/emmental	Food
English	NOURL	Genre
English breakfast	http://www.answers.com/topic/english-breakfast-1	Food
English breakfast tea	http://www.answers.com/topic/english-breakfast-tea	Food
English muffin	http://www.answers.com/topic/english-muffin	Role
English mustard	http://www.answers.com/topic/english-mustard	Role
English pea	http://www.answers.com/topic/english-pea	Food
English sole	http://www.answers.com/topic/english-sole	Food
English walnut	http://www.answers.com/topic/english-walnut	Food
Esrom	http://www.answers.com/topic/esrom	Food
Explorateur	http://www.answers.com/topic/explorateur-culinary	Food
Fahrenheit	http://www.answers.com/topic/fahrenheit	Unit
Falernum	http://www.answers.com/topic/falernum-1	Food
Fernet Branca	http://www.answers.com/topic/fernet-branca	Food
Fluffernutter	http://www.answers.com/topic/fluffernutter	Role
Formosa Oolong tea	http://www.answers.com/topic/formosa-oolong-tea	Food
Frangelico	http://www.answers.com/topic/frangelico-1	Food
French 75	http://www.answers.com/topic/french-75-cocktail	Role
French Colombard	http://www.answers.com/topic/french-colombard	Food
French bean	http://www.answers.com/topic/french-bean	Food
French bread	http://www.answers.com/topic/french-bread	Role
French dressing	http://www.answers.com/topic/french-dressing	Role
French navy beans	http://www.answers.com/topic/french-navy-beans	Food
French toast	http://www.answers.com/topic/french-toast	Role
Fresno chile	http://www.answers.com/topic/fresno-chile	Food
Galliano	http://www.answers.com/topic/galliano	Food
Genoese, alla; Genovese, alla	http://www.answers.com/topic/genoese-alla-genovese-alla	Genre
German potato salad	http://www.answers.com/topic/german-potato-salad	Role
Gervais	http://www.answers.com/topic/gervais-2	Food
Gewürztraminer	http://www.answers.com/topic/gew-rztraminer	Food
Gibson	http://www.answers.com/topic/gibson-1	Role
Glayva	http://www.answers.com/topic/glayva	Food
Gloucester	http://www.answers.com/topic/gloucester-culinary	Food
Goldwasser	http://www.answers.com/topic/goldwasser-1	Food
Gorgonzola	http://www.answers.com/topic/gorgonzola	Food
Gouda	http://www.answers.com/topic/gouda	Food
Gourmandise	http://www.answers.com/topic/gourmandise	culinary term
Grand Marnier	http://www.answers.com/topic/grand-marnier	Food
Graves	http://www.answers.com/topic/graves-1	Food
Greek coffee	http://www.answers.com/topic/greek-coffee	Role
Gruyère	http://www.answers.com/topic/gruy-re	Food
Hangtown Fry	http://www.answers.com/topic/hangtown-fry	Role
Harvard beets	http://www.answers.com/topic/harvard-beets	Food
Harvey Wallbanger	http://www.answers.com/topic/harvey-wallbanger	Role
Havarti	http://www.answers.com/topic/havarti	Food
Hawaiian blue prawn	http://www.answers.com/topic/hawaiian-blue-prawn	Food
Herbsaint	http://www.answers.com/topic/herbsaint-1	Food
Hervé	http://www.answers.com/topic/herv-2	Food
Hopfenkäse	http://www.answers.com/topic/hopfenk-se	Food
Hungarian	NOURL	Genre
Hungarian wax chile	http://www.answers.com/topic/hungarian-wax-chile	Food
Indian	NOURL	Genre
Indian pudding	http://www.answers.com/topic/indian-pudding	Role
Indian rice	http://www.answers.com/topic/indian-rice	Food
Irish	NOURL	Genre
Irish breakfast tea	http://www.answers.com/topic/irish-breakfast-tea	Food
Irish coffee	http://www.answers.com/topic/irish-coffee	Role
Irish cream liqueurs	http://www.answers.com/topic/irish-cream-liqueurs	Food
Irish mist	http://www.answers.com/topic/irish-mist	Food
Irish potato	http://www.answers.com/topic/potato-1	Food
Irish soda bread	http://www.answers.com/topic/irish-soda-bread	Role
Irish stew	http://www.answers.com/topic/irish-stew	Role
Irish whiskey	http://www.answers.com/topic/irish-whiskey	Food
Italian	NOURL	Genre
Italian bread	http://www.answers.com/topic/italian-bread	Role
Italian dandelion	http://www.answers.com/topic/italian-dandelion	Food
Italian dressing	http://www.answers.com/topic/italian-dressing	Role
Italian meringue	http://www.answers.com/topic/italian-meringue	Role
Italian sausage	http://www.answers.com/topic/italian-sausage-1	Food
Izarra	http://www.answers.com/topic/izarra	Food
Jack cheese	http://www.answers.com/topic/jack-cheese	Food
Jamaican hot chile	http://www.answers.com/topic/jamaican-hot-chile	Food
Jamaican jerk seasoning	http://www.answers.com/topic/jamaican-jerk-seasoning	Role
Japanese cucumber	http://www.answers.com/topic/japanese-cucumber	Food
Jarlsberg	http://www.answers.com/topic/jarlsberg	Food
Jerusalem artichoke	http://www.answers.com/topic/jerusalem-artichoke	Food
John Dory	http://www.answers.com/topic/john-dory	Food
Jordan almond	http://www.answers.com/topic/jordan-almond	Food
Jägermeister	http://www.answers.com/topic/j-germeister	Food
Kahlúa	http://www.answers.com/topic/kahl-a	Food
Kentucky wonder bean	http://www.answers.com/topic/kentucky-wonder-bean	Food
Key lime pie	http://www.answers.com/topic/key-lime-pie-1	Role
Kirsch; Kirschwasser	http://www.answers.com/topic/kirschwasser	Food
Kobe beef	http://www.answers.com/topic/kobe-beef	Food
Kuchen	http://www.answers.com/topic/kuchen	Role
Lady Baltimore cake	http://www.answers.com/topic/lady-baltimore-cake	Role
Lambert cherry	http://www.answers.com/topic/lambert-cherry	Food
Lancashire cheese	http://www.answers.com/topic/lancashire-cheese	Food
Lane cake	http://www.answers.com/topic/lane-cake	Role
Lapsang Souchong	http://www.answers.com/topic/lapsang-souchong	Food
Leicester	http://www.answers.com/topic/leicester-sheep	Food
Leyden	http://www.answers.com/topic/leyden-disambiguation	Food
Liebfraumilch	http://www.answers.com/topic/liebfraumilch-2	Food
Liederkranz	http://www.answers.com/topic/liederkranz-2	Food
Lillet	http://www.answers.com/topic/lillet	Food
Limburger	http://www.answers.com/topic/limburger	Food
Liptauer	http://www.answers.com/topic/liptauer	Food
London broil	http://www.answers.com/topic/london-broil	Role; Food; Process
Long Island iced tea	http://www.answers.com/topic/long-island-iced-tea	Role
Lord Baltimore cake	http://www.answers.com/topic/lord-baltimore-cake	Role
Louis sauce	http://www.answers.com/topic/louis-sauce	Role
Lyonnaise sauce	http://www.answers.com/topic/lyonnaise-sauce	Role
Macoun apple	http://www.answers.com/topic/macoun-apple-1	Food
Madeira	http://www.answers.com/topic/madeira-dessert-wine	Food
Maltaise sauce; Maltese	http://www.answers.com/topic/maltese	Genre
Mandarin orange	http://www.answers.com/topic/mandarin-orange	Food
Mandarin pancakes	http://www.answers.com/topic/mandarin-pancakes	Role
Mandarine Napoléon	http://www.answers.com/topic/mandarine-napol-on	Food
Manhattan	http://www.answers.com/topic/manhattan-cocktail	Role
Marengo, à la; alla	http://www.answers.com/topic/marengo-la-alla	Genre
Marlborough pie	http://www.answers.com/topic/marlborough-pie	Role
Marsala	http://www.answers.com/topic/marsala-wine-of-sicilian-origin	Food
May apple	http://www.answers.com/topic/may-apple	Food
May wine	http://www.answers.com/topic/maiwein	Food
McIntosh apple	http://www.answers.com/topic/mcintosh-apple	Food
Melba sauce	http://www.answers.com/topic/melba-sauce	Role
Melba toast	http://www.answers.com/topic/melba-toast	Role
Meritage	http://www.answers.com/topic/meritage-1	Food; Genre
Merlot	http://www.answers.com/topic/merlot	Food
Metaxa	http://www.answers.com/topic/metaxa-1	Food
Mettwurst	http://www.answers.com/topic/mettwurst	Role
Mexican chocolate	http://www.answers.com/topic/mexican-chocolate	Food
Mexican wedding cake	http://www.answers.com/topic/mexican-wedding-cake	Role
Meyer lemon	http://www.answers.com/topic/meyer-lemon	Food
Midori	http://www.answers.com/topic/midori-culinary	Food
Mojito	http://www.answers.com/topic/mojito	Role
Mongolian grill	http://www.answers.com/topic/mongolian-grill	Genre
Mongolian hot pot; Mongolian firepot	http://www.answers.com/topic/mongolian-hot-pot-mongolian-firepot	Role
Monte Cristo sandwich	http://www.answers.com/topic/monte-cristo-sandwich	Role
Montmorency cherry	http://www.answers.com/topic/montmorency-cherry	Food
Montrachet	http://www.answers.com/topic/montrachet-2	Food
Moravian Christmas cookies	http://www.answers.com/topic/moravske-vano-ni-kukyse	Role
Morello cherry; English Morello cherry	http://www.answers.com/topic/morello-cherry-english-morello-cherry	Food
Mornay sauce	http://www.answers.com/topic/mornay-sauce	Role
Moscow mule	http://www.answers.com/topic/moscow-mule	Role
Mouli grater	http://www.answers.com/topic/mouli-grater	Tool
Muenster; Munster	http://www.answers.com/topic/munster-cheese	Food
Muscadet	http://www.answers.com/topic/muscadet	Food
Muscat grape	http://www.answers.com/topic/muscat-grape	Food
Münchener	http://www.answers.com/topic/m-nchener	Food
Nantua sauce	http://www.answers.com/topic/nantua-sauce	Role
Napoleon	http://www.answers.com/topic/napoleon	Role
Napoleon cherry	http://www.answers.com/topic/napoleon-cherry	Role
Neapolitan ice cream	http://www.answers.com/topic/neapolitan-ice-cream	Role
Negroni	http://www.answers.com/topic/negroni-1	Role
Nesselrode	http://www.answers.com/topic/nesselrode	Role
Neufchâtel	http://www.answers.com/topic/neufch-tel	Food
New England boiled dinner	http://www.answers.com/topic/new-england-boiled-dinner	Role
New York steak	http://www.answers.com/topic/new-york-steak	Role
Newburg	http://www.answers.com/topic/newburg-served-in-a-rich-sauce	Role
Niagara grape	http://www.answers.com/topic/niagara-grape	Food
O'Brien potatoes	http://www.answers.com/topic/o-brien-potatoes	Food
Olympia oyster	http://www.answers.com/topic/olympia-oyster	Food
Pacific oyster	http://www.answers.com/topic/pacific-oyster	Food
Paris-Brest	http://www.answers.com/topic/paris-brest	Role
Parker House roll; Parkerhouse	http://www.answers.com/topic/parker-house-roll	Role
Parma ham	http://www.answers.com/topic/parma-ham	Food
Parmentier	http://www.answers.com/topic/parmentier-culinary	Genre; Role
Parmesan	http://www.answers.com/topic/parmesan	Food
Parmigiano-Reggiano	http://www.answers.com/topic/parmigiano-reggiano-1	Food
Pavlova	http://www.answers.com/topic/pavlova-2	Role
Peking duck	http://www.answers.com/topic/peking-duck	Role
Pernod	http://www.answers.com/topic/pernod	Food
Persian melon	http://www.answers.com/topic/montreal-melon	Food
Peter Heering	http://www.answers.com/topic/cherry-heering	Food
Petit Suisse	http://www.answers.com/topic/petit-suisse	Food
Petite Sirah; Petite Syrah	http://www.answers.com/topic/petite-sirah-petite-syrah	Food
Pilsner glass	http://www.answers.com/topic/pilsner-glass	Tool
Pilsner; Pilsener	http://www.answers.com/topic/pilsener	Food
Pinot Blanc	http://www.answers.com/topic/pinot-blanc	Food
Pinot Noir	http://www.answers.com/topic/pinot-noir	Food
Poire Williams	http://www.answers.com/topic/poire-williams	Food
Pont l'Évêque	http://www.answers.com/topic/pont-l-v-que	Food
Port-Salut	http://www.answers.com/topic/port-salut	Food
Périgueux sauce	http://www.answers.com/topic/p-rigueux-sauce	Role
Quark	http://www.answers.com/topic/quark-cheese	Food
RDA	http://www.answers.com/topic/rda	Food
Reblochon	http://www.answers.com/topic/reblochon	Food
Reuben sandwich	http://www.answers.com/topic/reuben-sandwich	Role
Rhône wines	http://www.answers.com/topic/rh-ne-wines	Food
Ribier grape	http://www.answers.com/topic/ribier-grape	Food
Riesling	http://www.answers.com/topic/riesling	Food
Rizcous	http://www.answers.com/topic/rizcous	Food
Rob Roy	http://www.answers.com/topic/rob-roy	Role
Romanesca cauliflower; Romanesco	http://www.answers.com/topic/romanesco	Food
Romano	http://www.answers.com/topic/romano	Food
Roquefort	http://www.answers.com/topic/roquefort	Food
Rossini	http://www.answers.com/topic/rossini	Process; Role
Rouladen	http://www.answers.com/topic/rouladen-1	Role
Royal Ann cherry	http://www.answers.com/topic/royal-ann-cherry-1	Food
Russian dressing	http://www.answers.com/topic/russian-dressing	Role
Sabra liqueur	http://www.answers.com/topic/sabra-liqueur	Food
Sachertorte; Sacher torte	http://www.answers.com/topic/sacher-torte	Role
Saga blue	http://www.answers.com/topic/saga-blue	Food
Saint André	http://www.answers.com/topic/saint-andr-1	Food
Saint-Germain	http://www.answers.com/topic/saint-germain-musician	Food
Saint-Honoré; gâteau Saint-Honoré	http://www.answers.com/topic/saint-honor-g-teau-saint-honor	Role
Salisbury steak	http://www.answers.com/topic/salisbury-steak	Role
Sally Lunn	http://www.answers.com/topic/sally-lunn	Role
Samsoe	http://www.answers.com/topic/samsoe	Food
Sangiovese	http://www.answers.com/topic/sangiovese	Food
Santa Claus melon	http://www.answers.com/topic/santa-claus-melon	Food
Santa Fe Grande chile	http://www.answers.com/topic/santa-fe-grande-chile	Food
Sauternes	http://www.answers.com/topic/sauternes	Food
Sauvignon Blanc	http://www.answers.com/topic/sauvignon-blanc	Food
Sazerac	http://www.answers.com/topic/sazerac-2	Role
Sbrinz	http://www.answers.com/topic/sbrinz	Food
Schnapps; Schnaps	http://www.answers.com/topic/schnapps	Food
Schwarzwälder Kirschtorte	http://www.answers.com/topic/schwarzw-lder-kirschtorte	Role
Scotch bonnet chile	http://www.answers.com/topic/scotch-bonnet-chile	Food
Scotch broth	http://www.answers.com/topic/scotch-broth	Role
Scotch egg	http://www.answers.com/topic/scotch-egg	Role
Scotch woodcock	http://www.answers.com/topic/scotch-woodcock	Food
Scotch; Scotch whisky	http://www.answers.com/topic/scotch-whisky	Food
Seckel pear	http://www.answers.com/topic/seckel-pear	Food
Seville orange	http://www.answers.com/topic/seville-orange	Food
Shirley Temple	http://www.answers.com/topic/shirley-temple-cocktail	Role
Singapore sling	http://www.answers.com/topic/singapore-sling	Role
Sloppy Joe	http://www.answers.com/topic/sloppy-joe	Role
Smithfield ham	http://www.answers.com/topic/smithfield-ham	Food
Southern Comfort	http://www.answers.com/topic/southern-comfort	Food
Spam	http://www.answers.com/topic/spam-1	Food
Spanish melon	http://www.answers.com/topic/spanish-melon	Food
Speck; speck	http://www.answers.com/topic/speck	Food
Spice Parisienne	http://www.answers.com/topic/spice-parisienne	Food
Spätlese	http://www.answers.com/topic/sp-tlese	Food
Stamp and Go	http://www.answers.com/topic/stamp-and-go	Role
Stilton	http://www.answers.com/topic/stilton	Food
Stracchino	http://www.answers.com/topic/stracchino-2	Food
Strega	http://www.answers.com/topic/strega-1	Food
Sucralose	http://www.answers.com/topic/sucralose	Food
Swedish meat balls	http://www.answers.com/topic/swedish-meat-balls	Role
Swedish pancake	http://www.answers.com/topic/pl-ttar	Role
Swiss cheese	http://www.answers.com/topic/swiss-cheese	Food
Swiss steak	http://www.answers.com/topic/swiss-steak	Role
Sylvaner; Silvaner	http://www.answers.com/topic/silvaner	Food
Syrah	http://www.answers.com/topic/syrah	Food
Szechuan pepper; Szechwan	http://www.answers.com/topic/szechuan-pepper	Food
Sémillon	http://www.answers.com/topic/s-millon	Food
T-bone steak	http://www.answers.com/topic/t-bone-steak	Role
Tabasco Sauce	http://www.answers.com/topic/tabasco-sauce	Food
Taleggio	http://www.answers.com/topic/taleggio-1	Food
Tartarian cherry; black Tartarian cherry	http://www.answers.com/topic/tartarian-cherry-black-tartarian-cherry	Food
Tee	http://www.answers.com/topic/tee	? 
Teleme	http://www.answers.com/topic/teleme	Food
Tencha tea	http://www.answers.com/topic/tencha-tea	Food
Tennessee whiskey	http://www.answers.com/topic/tennessee-whiskey	Food
Tex-Mex	http://www.answers.com/topic/tex-mex-and-tejano	Genre
Texmati rice	http://www.answers.com/topic/texmati-rice	Role
Thai chile	http://www.answers.com/topic/thai-chile	Food
Thai coffee	http://www.answers.com/topic/thai-coffee-culinary	Role
Thai eggplant	http://www.answers.com/topic/thai-eggplant	Food
Thompson seedless grape	http://www.answers.com/topic/thompson-seedless-grape-1	Food
Thousand Island dressing	http://www.answers.com/topic/thousand-island-dressing	Role
Thuringer	http://www.answers.com/topic/thuringer	Food
Tia Maria	http://www.answers.com/topic/tia-maria	Food
Tillamook	http://www.answers.com/topic/tillamook	Food
Tilsit	http://www.answers.com/topic/tilsit-culinary	Food
Tokay grape; Tokay wine	http://www.answers.com/topic/tokay-wine	Food
Toll House cookie	http://www.answers.com/topic/chocolate-chip-cookies	Food
Tom and Jerry	http://www.answers.com/topic/tom-and-jerry	Role
Toulouse	http://www.answers.com/topic/toulouse	Genre
Trappist beer	http://www.answers.com/topic/trappist-beer	Food
Triple Sec	http://www.answers.com/topic/triple-sec	Food
Trockenbeerenauslese	http://www.answers.com/topic/trockenbeerenauslese	culinary term
Turkish coffee	http://www.answers.com/topic/turkish-coffee	Role
Turkish delight	http://www.answers.com/topic/turkish-delight-2	Food
Tybo	http://www.answers.com/topic/tybo-1	Food
Valencia orange	http://www.answers.com/topic/valencia-orange	Food
Valpolicella	http://www.answers.com/topic/valpolicella-1	Food
Vegemite	http://www.answers.com/topic/vegemite-1	Food
Vichy carrots	http://www.answers.com/topic/vichy-carrots	Food
Vichy water	http://www.answers.com/topic/vichy-water-culinary	Food
Vienna beer	http://www.answers.com/topic/vienna-beer	Food
Viennese coffee	http://www.answers.com/topic/viennese-coffee	Food
Vouvray	http://www.answers.com/topic/vouvray	Food
Véronique	http://www.answers.com/topic/v-ronique-8	Process; Process
Waldorf salad	http://www.answers.com/topic/waldorf-salad	Role
Wehani rice	http://www.answers.com/topic/wehani-rice	Food
Welsh rabbit; Welsh rarebit	http://www.answers.com/topic/welsh-rabbit	Role
Westphalian ham	http://www.answers.com/topic/westphalian-ham	Food
Wiener Schnitzel; Wienerschnitzel	http://www.answers.com/topic/wiener-schnitzel	Food
Worcestershire sauce	http://www.answers.com/topic/worcestershire-sauce	Food
XXX; XXXX	http://www.answers.com/topic/xxx-xxxx	culinary term
Yorkshire pudding	http://www.answers.com/topic/yorkshire-pudding	Role
Zante grape	http://www.answers.com/topic/zante-grape	Food
Zinfandel	http://www.answers.com/topic/zinfandel	Food
Zucker	http://www.answers.com/topic/zucker	Food
abalone	http://www.answers.com/topic/abalone	Food
abbacchio	http://www.answers.com/topic/abbacchio	Food; Role
abruzzese	http://www.answers.com/topic/abruzzese	Genre
absinthe	http://www.answers.com/topic/absinthe	Food
acerola	http://www.answers.com/topic/acerola	Food
acetic acid	http://www.answers.com/topic/acetic-acid	Food
aceto	http://www.answers.com/topic/aceto	Food
achar	http://www.answers.com/topic/achar	Role
achiote seed	http://www.answers.com/topic/achiote-seed	Food
acid	http://www.answers.com/topic/acid	Food
